# порождено настоящим DecideCreatePost; правится не здесь
# id	userIdHex	status	postsLastHour	commentsLastHour	postIdHex	bodyHex	verdict	errorCode
# limits	1000	20
14	752d616e64726579	ACTIVE	0	0	702d31303031	d18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18f	accepted	-
15	752d616e64726579	ACTIVE	0	0	702d31303031	d18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18fd18f	rejected	POST_BODY_TOO_LONG
16	752d616e64726579	ACTIVE	0	0	702d31303031	61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161	accepted	-
17	752d616e64726579	ACTIVE	0	0	702d31303031	6161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161	rejected	POST_BODY_TOO_LONG
18	752d616e64726579	ACTIVE	19	0	702d31303031	d0bdd0bed180d0bcd0b0	accepted	-
19	752d616e64726579	ACTIVE	20	0	702d31303031	d0bdd0bed180d0bcd0b0	rejected	POST_RATE_EXCEEDED
20	752d616e64726579	ACTIVE	21	0	702d31303031	d0bdd0bed180d0bcd0b0	rejected	POST_RATE_EXCEEDED
21	752d616e64726579	ACTIVE	0	0	702d31303031	80	rejected	TEXT_ENCODING_INVALID
22	752d616e64726579	ACTIVE	0	0	702d31303031	bf	rejected	TEXT_ENCODING_INVALID
23	752d616e64726579	ACTIVE	0	0	702d31303031	c0af	rejected	TEXT_ENCODING_INVALID
24	752d616e64726579	ACTIVE	0	0	702d31303031	c1bf	rejected	TEXT_ENCODING_INVALID
25	752d616e64726579	ACTIVE	0	0	702d31303031	e09fbf	rejected	TEXT_ENCODING_INVALID
26	752d616e64726579	ACTIVE	0	0	702d31303031	e0a080	accepted	-
27	752d616e64726579	ACTIVE	0	0	702d31303031	eda080	rejected	TEXT_ENCODING_INVALID
28	752d616e64726579	ACTIVE	0	0	702d31303031	ed9fbf	accepted	-
29	752d616e64726579	ACTIVE	0	0	702d31303031	f08fbfbf	rejected	TEXT_ENCODING_INVALID
30	752d616e64726579	ACTIVE	0	0	702d31303031	f0908080	accepted	-
31	752d616e64726579	ACTIVE	0	0	702d31303031	f48fbfbf	accepted	-
32	752d616e64726579	ACTIVE	0	0	702d31303031	f4908080	rejected	TEXT_ENCODING_INVALID
33	752d616e64726579	ACTIVE	0	0	702d31303031	f5808080	rejected	TEXT_ENCODING_INVALID
34	752d616e64726579	ACTIVE	0	0	702d31303031	d0	rejected	TEXT_ENCODING_INVALID
35	752d616e64726579	ACTIVE	0	0	702d31303031	e4b8	rejected	TEXT_ENCODING_INVALID
36	752d616e64726579	ACTIVE	0	0	702d31303031	d041	rejected	TEXT_ENCODING_INVALID
37	752d616e64726579	ACTIVE	0	0	702d31303031	61d0b062	accepted	-
38	752d616e64726579	DELETED	20	0	702d31303031	f590f5e0d0d0b07ab0	rejected	ACTOR_BANNED
39	752d616e64726579	ACTIVE	20	0	702d31303031	f5e0f0b0f4f480edf4d0f4e0a0e061edf5bf	rejected	TEXT_ENCODING_INVALID
40	752d616e64726579	ACTIVE	-1	0	702d31303031	edc2a0097a09f5ed09e0c2ed61807af5	rejected	INSUFFICIENT_CONTEXT
41	752d616e64726579	ACTIVE	-1	0	702d31303031	b0c2d07abfa0907a20bf90	rejected	INSUFFICIENT_CONTEXT
42	752d616e64726579	ACTIVE	-1	0	702d31303031	7aed09f020f47a90f4d080c261ed61e08090f0f0edbfb0	rejected	INSUFFICIENT_CONTEXT
43	752d616e64726579	ACTIVE	1	0	702d31303031	80807a20f080c2f020c27a90	rejected	TEXT_ENCODING_INVALID
44	752d616e64726579	ACTIVE	-1	0	702d31303031	617aed8020f5bf80d07a61f420f480a0	rejected	INSUFFICIENT_CONTEXT
45	752d616e64726579	BANNED	8	0	702d31303031	b0	rejected	ACTOR_BANNED
46	752d616e64726579	BANNED	3	0	702d31303031	61d0f4eded6180f490c2b061d0b0bff5edd0bf	rejected	ACTOR_BANNED
47	752d616e64726579	ACTIVE	20	0	702d31303031	f5f0	rejected	TEXT_ENCODING_INVALID
48	752d616e64726579	ACTIVE	6	0	702d31303031	f420e090617a90	rejected	TEXT_ENCODING_INVALID
49	752d616e64726579	ACTIVE	-1	0	702d31303031	edc27a7af0b0edbfc209	rejected	INSUFFICIENT_CONTEXT
50	752d616e64726579	DELETED	5	0	702d31303031	9020f5	rejected	ACTOR_BANNED
51	752d616e64726579	ACTIVE	4	0	702d31303031	edc27a20f47a	rejected	TEXT_ENCODING_INVALID
52	752d616e64726579	ACTIVE	20	0	702d31303031	b0f5c2d0c2a0808061c261a0edd009a0d0edc209	rejected	TEXT_ENCODING_INVALID
53	752d616e64726579	ACTIVE	12	0	702d31303031	61f4a0f57abfe0c2edf5d0b0f5	rejected	TEXT_ENCODING_INVALID
54	752d616e64726579	ACTIVE	-1	0	702d31303031	bfc2a061f5eda0	rejected	INSUFFICIENT_CONTEXT
55	752d616e64726579	ACTIVE	-1	0	702d31303031	90bf80f061a0f0207af509c2bf7ae0c220a0c2f5f0e090	rejected	INSUFFICIENT_CONTEXT
56	752d616e64726579	DELETED	-1	0	702d31303031	09617ab0c2d020a0	rejected	INSUFFICIENT_CONTEXT
57	752d616e64726579	ACTIVE	-1	0	702d31303031	d0a0ed	rejected	INSUFFICIENT_CONTEXT
58	752d616e64726579	ACTIVE	-1	0	702d31303031	80808020f0f5807ae0bfa020e0ed7abfbfbf20e07abf	rejected	INSUFFICIENT_CONTEXT
59	752d616e64726579	ACTIVE	-1	0	702d31303031	bf90bf0920f4edb0b0edf061ed61bf	rejected	INSUFFICIENT_CONTEXT
60	752d616e64726579	ACTIVE	20	0	702d31303031	c2e0d0bfedf4f47aed90f0	rejected	TEXT_ENCODING_INVALID
61	752d616e64726579	ACTIVE	20	0	702d31303031	e0bfb0ed0990bf09d07a	rejected	TEXT_ENCODING_INVALID
62	752d616e64726579	ACTIVE	8	0	702d31303031	f0f5f49090f4a090f5f5d0b09090e0	rejected	TEXT_ENCODING_INVALID
63	752d616e64726579	BANNED	2	0	702d31303031	f07a09d0	rejected	ACTOR_BANNED
64	752d616e64726579	DELETED	-1	0	702d31303031	-	rejected	INSUFFICIENT_CONTEXT
65	752d616e64726579	ACTIVE	-1	0	702d31303031	e0b0c2bfc2c2f5	rejected	INSUFFICIENT_CONTEXT
66	752d616e64726579	BANNED	15	0	702d31303031	8009a0f0a0f58080bfb0c2f5e0	rejected	ACTOR_BANNED
67	752d616e64726579	DELETED	20	0	702d31303031	f57a61eda0f42009f509097aa0a0f5f4bf6109	rejected	ACTOR_BANNED
68	752d616e64726579	ACTIVE	17	0	702d31303031	ededb0a02009f5b0b0	rejected	TEXT_ENCODING_INVALID
69	752d616e64726579	DELETED	20	0	702d31303031	7ad020f5f5bf9090617aedc2b0a0bf	rejected	ACTOR_BANNED
70	752d616e64726579	DELETED	2	0	702d31303031	f4f5f4b0f0b0f0909080ed80f0f580f4bff0	rejected	ACTOR_BANNED
71	752d616e64726579	ACTIVE	15	0	702d31303031	0980ed61f0f4f46109b0edd020b0f5c2b0edb0bfa020ed	rejected	TEXT_ENCODING_INVALID
72	752d616e64726579	ACTIVE	18	0	702d31303031	e0b0bf2009d0f0f0e0d0	rejected	TEXT_ENCODING_INVALID
73	752d616e64726579	ACTIVE	20	0	702d31303031	bfbfe0b0b061ed	rejected	TEXT_ENCODING_INVALID
74	752d616e64726579	ACTIVE	18	0	702d31303031	c2e0f4e0906161f58061f5f0f4b061f020ed80a0f4	rejected	TEXT_ENCODING_INVALID
75	752d616e64726579	ACTIVE	-1	0	702d31303031	c2b009f4c2	rejected	INSUFFICIENT_CONTEXT
76	752d616e64726579	ACTIVE	-1	0	702d31303031	e0a0c2f080edd020f080bfe0bfbff0ed	rejected	INSUFFICIENT_CONTEXT
77	752d616e64726579	ACTIVE	-1	0	702d31303031	b0eda07a09f0d080	rejected	INSUFFICIENT_CONTEXT
78	752d616e64726579	DELETED	15	0	702d31303031	f4a0c28080ededb0c2f5bff461d0c29090d0a0	rejected	ACTOR_BANNED
79	752d616e64726579	DELETED	12	0	702d31303031	f0f0c2f5d0c209ed20bfa0bf20d0e061f5f0f00980edf5	rejected	ACTOR_BANNED
80	752d616e64726579	ACTIVE	20	0	702d31303031	61209009b0f4e09020d0ed80d07af5edbff409c2	rejected	TEXT_ENCODING_INVALID
81	752d616e64726579	DELETED	20	0	702d31303031	e0f4f480a0ede090	rejected	ACTOR_BANNED
82	752d616e64726579	DELETED	-1	0	702d31303031	d0a0097ab02080d090e0f4f4c2f080a061bfed09b0	rejected	INSUFFICIENT_CONTEXT
83	752d616e64726579	DELETED	20	0	702d31303031	7ad0f0f5f4f57ae0a0617a2061	rejected	ACTOR_BANNED
84	752d616e64726579	ACTIVE	-1	0	702d31303031	f5f0bff07a9080b0f58061	rejected	INSUFFICIENT_CONTEXT
85	752d616e64726579	DELETED	3	0	702d31303031	b0f4a0f5f4b0f4c2bf9061c2f4d0f4ed90d0	rejected	ACTOR_BANNED
86	752d616e64726579	DELETED	20	0	702d31303031	c2	rejected	ACTOR_BANNED
87	752d616e64726579	BANNED	-1	0	702d31303031	f4b080bff47a7a80b0a0f5edf57af561	rejected	INSUFFICIENT_CONTEXT
88	752d616e64726579	DELETED	3	0	702d31303031	80a0	rejected	ACTOR_BANNED
89	752d616e64726579	BANNED	11	0	702d31303031	20a0c2	rejected	ACTOR_BANNED
90	752d616e64726579	ACTIVE	20	0	702d31303031	f0d0f07a2090f0f4f5b07a7af5e080b090b0c2bf	rejected	TEXT_ENCODING_INVALID
91	752d616e64726579	BANNED	0	0	702d31303031	d080	rejected	ACTOR_BANNED
92	752d616e64726579	ACTIVE	20	0	702d31303031	7ad0e0ed0961a0bfe0bfb0a07a2080f5	rejected	TEXT_ENCODING_INVALID
93	752d616e64726579	ACTIVE	5	0	702d31303031	-	rejected	POST_BODY_EMPTY
94	752d616e64726579	ACTIVE	-1	0	702d31303031	09a0bf09e0bf9009616109b0e02080d0	rejected	INSUFFICIENT_CONTEXT
95	752d616e64726579	ACTIVE	-1	0	702d31303031	90d0ed09f07aedb090a00909edf5f5a009	rejected	INSUFFICIENT_CONTEXT
96	752d616e64726579	DELETED	-1	0	702d31303031	61a0612061bf7af0f4f509f4b0	rejected	INSUFFICIENT_CONTEXT
97	752d616e64726579	BANNED	1	0	702d31303031	207ad0f0	rejected	ACTOR_BANNED
98	752d616e64726579	BANNED	11	0	702d31303031	90f0d09009f490f5f52020209080f5	rejected	ACTOR_BANNED
99	752d616e64726579	ACTIVE	20	0	702d31303031	e090e06180c27a90d0b0bf61f4f5c2	rejected	TEXT_ENCODING_INVALID
100	752d616e64726579	ACTIVE	-1	0	702d31303031	7a7ae090ed0961e0d0f4	rejected	INSUFFICIENT_CONTEXT
101	752d616e64726579	DELETED	20	0	702d31303031	90b0b009edbff46180edc290c2ed61	rejected	ACTOR_BANNED
102	752d616e64726579	ACTIVE	4	0	702d31303031	09200920ed09d061d02090f0f090a07a909080	rejected	TEXT_ENCODING_INVALID
103	752d616e64726579	ACTIVE	-1	0	702d31303031	20f0d0f5e009	rejected	INSUFFICIENT_CONTEXT
104	752d616e64726579	DELETED	17	0	702d31303031	09b080ede0edb07a7a61f0618061bfedb0c261a0a020bf	rejected	ACTOR_BANNED
105	752d616e64726579	ACTIVE	20	0	702d31303031	80b090bfed09bfe0b0bfd080f5f0f5edbff5b0d0	rejected	TEXT_ENCODING_INVALID
106	752d616e64726579	ACTIVE	9	0	702d31303031	f0	rejected	TEXT_ENCODING_INVALID
107	752d616e64726579	BANNED	11	0	702d31303031	61d07af00980e0f0f409e0f0f4d0f0	rejected	ACTOR_BANNED
108	752d616e64726579	ACTIVE	14	0	702d31303031	a0f0e0a07a20d090bf90b020e0	rejected	TEXT_ENCODING_INVALID
